date,open,high,low,close,volume,amount
2010-02-10,2967.14,2983.18,2958.22,2982.5,62322403,68177453056.0
2010-02-11,2985.08,3001.64,2976.08,2985.5,62462059,65796304896.0
2010-02-12,2996.09,3018.86,2993.44,3018.13,60694995,67723890688.0
2010-02-22,3016.7,3026.66,3002.81,3003.4,75193873,79980085248.0
2010-02-23,2998.91,2998.91,2938.75,2982.57,89011528,99815440384.0
2010-02-24,2964.98,3023.74,2955.07,3022.18,99625941,106781057024.0
2010-02-25,3026.66,3063.0,3022.37,3060.62,130544489,140960595968.0
2010-02-26,3053.5,3067.52,3041.69,3051.94,109599886,122741448704.0
2010-03-01,3057.01,3093.09,3054.55,3087.84,120949909,132858732544.0
2010-03-02,3089.71,3095.99,3060.96,3073.11,113653846,125959733248.0
2010-03-03,3074.1,3098.46,3061.47,3097.0,123134064,137578414080.0
2010-03-04,3098.07,3102.4,3016.22,3023.37,136744533,146744852480.0
2010-03-05,3026.64,3044.17,3011.09,3031.06,98280194,106750656512.0
2010-03-08,3036.42,3058.83,3030.91,3053.23,85598074,93590028288.0
2010-03-09,3053.26,3084.85,3028.69,3069.14,99564082,108844580864.0
2010-03-10,3067.15,3085.99,3034.74,3048.93,90553114,99858587648.0
2010-03-11,3050.64,3070.94,3025.31,3051.28,87850575,97785479168.0
2010-03-12,3051.47,3057.52,3011.97,3013.41,77895575,85619236864.0
2010-03-15,3010.72,3013.52,2963.49,2976.94,73318288,76588359680.0
2010-03-16,2974.49,2993.84,2963.44,2992.84,64986778,70928498688.0
2010-03-17,2999.81,3050.76,2994.89,3050.48,96339657,106714079232.0
2010-03-18,3053.16,3063.59,3035.02,3046.09,98192978,109864443904.0
2010-03-19,3046.75,3069.66,3031.02,3067.75,102391879,104729190400.0
2010-03-22,3069.66,3083.34,3061.76,3074.58,105968226,114941353984.0
2010-03-23,3076.96,3082.97,3051.21,3053.13,101281838,109922451456.0
2010-03-24,3058.93,3076.75,3052.21,3056.81,98158386,104740421632.0
2010-03-25,3051.36,3051.36,3012.31,3019.18,97324483,106404888576.0
2010-03-26,3017.22,3067.71,3009.91,3059.72,104093576,110540046336.0
2010-03-29,3076.05,3130.28,3071.69,3123.8,151903445,158427611136.0
2010-03-30,3123.83,3132.58,3113.77,3128.47,112628559,126808973312.0
2010-03-31,3129.57,3130.11,3101.76,3109.1,111534903,124511952896.0
2010-04-01,3111.94,3148.34,3111.94,3147.42,140784312,156081094656.0
2010-04-02,3154.77,3159.6,3141.87,3157.96,133339707,151580262400.0
2010-04-06,3170.61,3177.97,3141.93,3158.68,132234655,146262753280.0
2010-04-07,3156.31,3161.08,3132.24,3148.22,114137792,128495083520.0
2010-04-08,3143.45,3143.83,3110.26,3118.71,126899482,143865167872.0
2010-04-09,3118.93,3146.46,3114.79,3145.35,114165556,135452893184.0
2010-04-12,3151.89,3156.21,3111.9,3129.26,147730700,176520118272.0
2010-04-13,3129.69,3173.63,3101.48,3161.25,161433772,187820982272.0
2010-04-14,3161.55,3167.66,3145.55,3166.18,114888784,139342725120.0
2010-04-15,3168.14,3181.66,3135.99,3164.97,116473283,138487431168.0
2010-04-16,3159.67,3159.67,3121.37,3130.3,95126165,104799354880.0
2010-04-19,3096.78,3096.78,2977.77,2980.3,153147988,160088260608.0
2010-04-20,2980.08,2998.91,2941.35,2979.53,118165377,127159484416.0
2010-04-21,2984.62,3034.33,2972.1,3033.28,131151398,148225933312.0
2010-04-22,3021.29,3023.64,2978.46,2999.48,136997711,155532705792.0
2010-04-23,2995.57,3015.63,2966.78,2983.54,117602051,138032332800.0
2010-04-26,2988.08,2996.83,2965.83,2969.5,104096141,118656204800.0
2010-04-27,2962.15,2962.15,2866.34,2907.93,124398797,133424439296.0
2010-04-28,2883.17,2916.68,2865.47,2900.33,95519308,106520698880.0
2010-04-29,2912.2,2928.93,2867.94,2868.43,99942729,113842536448.0
2010-04-30,2867.65,2875.81,2820.95,2870.61,103631950,108077645824.0
2010-05-04,2821.35,2862.55,2809.13,2835.28,79010405,80475332608.0
2010-05-05,2804.51,2857.29,2770.33,2857.15,112685572,116421984256.0
2010-05-06,2838.95,2838.95,2735.0,2739.7,113710883,115810107392.0
2010-05-07,2685.99,2732.18,2665.81,2688.38,111599524,111011143680.0
2010-05-10,2690.86,2713.06,2646.59,2698.76,99885547,97794236416.0
2010-05-11,2745.6,2751.07,2638.53,2647.57,116181953,104271421440.0
2010-05-12,2628.02,2668.12,2604.2,2655.71,106781856,93549084672.0
2010-05-13,2653.58,2711.07,2646.9,2710.51,103204143,93473619968.0
2010-05-14,2692.1,2712.86,2677.19,2696.63,88118880,84334321664.0
2010-05-17,2663.88,2663.88,2557.24,2559.93,102158254,90516406272.0
2010-05-18,2555.14,2603.32,2529.63,2594.78,103796642,87281336320.0
2010-05-19,2581.63,2623.96,2554.98,2587.81,90466622,78977949696.0
2010-05-20,2571.54,2609.64,2551.45,2555.94,82742614,73910730752.0
2010-05-21,2492.57,2584.45,2481.97,2583.52,103033637,89265422336.0
2010-05-24,2596.32,2680.49,2596.32,2673.42,133321998,124403539968.0
2010-05-25,2654.36,2659.74,2609.09,2622.63,106011461,103243210752.0
2010-05-26,2620.85,2644.94,2610.51,2625.79,81570481,76555304960.0
2010-05-27,2615.1,2662.08,2583.55,2655.92,105685369,98495864832.0
2010-05-28,2680.4,2686.54,2641.41,2655.77,112506324,101415968768.0
2010-05-31,2647.87,2665.39,2591.53,2592.15,97390529,89185116160.0
2010-06-01,2577.76,2598.9,2534.27,2568.28,93289074,81840652288.0
2010-06-02,2548.54,2572.34,2521.06,2571.42,76092486,70990897152.0
2010-06-03,2575.77,2596.14,2551.53,2552.66,86990413,76458418176.0
2010-06-04,2536.23,2556.97,2527.87,2553.59,67027952,61720657920.0
2010-06-07,2508.33,2527.1,2491.66,2511.73,77361116,71384481792.0
2010-06-08,2510.08,2531.88,2491.65,2513.95,71810648,70326272000.0
2010-06-09,2523.88,2589.47,2501.12,2583.87,118099942,105209995264.0
2010-06-10,2561.55,2581.05,2554.79,2562.58,88318601,82079506432.0
2010-06-11,2574.9,2590.98,2566.62,2569.94,77718279,75181211648.0
2010-06-17,2588.97,2595.51,2559.72,2560.25,65401990,62786248704.0
2010-06-18,2556.6,2568.86,2505.33,2513.22,81520182,74230841344.0
2010-06-21,2517.29,2587.34,2504.31,2586.21,99521921,84003921920.0
2010-06-22,2579.63,2598.35,2572.96,2588.7,72428357,66888187904.0
2010-06-23,2576.34,2593.67,2546.52,2569.87,73981579,63488245760.0
2010-06-24,2563.64,2586.9,2554.34,2566.75,58237644,52107341824.0
2010-06-25,2556.54,2572.83,2534.27,2552.82,58477103,52749602816.0
2010-06-28,2550.65,2561.49,2528.39,2535.28,51436894,46192664576.0
2010-06-29,2534.5,2541.14,2425.93,2427.05,93473117,73376808960.0
2010-06-30,2409.54,2411.44,2382.36,2398.37,67271885,52558888960.0
2010-07-01,2393.95,2410.77,2371.78,2373.79,60830287,47582834688.0
2010-07-02,2371.32,2386.4,2319.74,2382.9,84619382,63295938560.0
2010-07-05,2358.76,2378.09,2335.57,2363.95,66879177,44746940416.0
2010-07-06,2358.28,2409.78,2356.55,2409.42,81002890,57628971008.0
2010-07-07,2407.67,2421.68,2392.57,2421.12,67152261,53658542080.0
2010-07-08,2429.68,2436.28,2402.0,2415.15,61164294,51353845760.0
2010-07-09,2416.58,2485.6,2398.68,2470.92,100721616,83453362176.0
2010-07-12,2468.54,2501.02,2455.81,2490.72,94617476,82893856768.0
2010-07-13,2468.69,2468.69,2439.24,2450.29,77640233,64591683584.0
2010-07-14,2456.1,2494.59,2456.1,2470.44,82805377,71385260032.0
2010-07-15,2465.99,2487.24,2423.65,2424.3,117510322,73453322240.0
2010-07-16,2414.68,2428.46,2389.07,2424.27,80934150,56986935296.0
2010-07-19,2399.58,2484.19,2392.27,2475.42,105709765,81159970816.0
2010-07-20,2477.75,2530.33,2477.46,2528.73,132382407,113278976000.0
2010-07-21,2529.62,2553.45,2520.15,2535.39,125845262,107158831104.0
2010-07-22,2525.98,2563.24,2522.2,2562.41,116699864,97057193984.0
2010-07-23,2566.85,2579.52,2549.24,2572.03,125865113,102633529344.0
2010-07-26,2576.37,2589.48,2556.47,2588.68,104540608,89753591808.0
2010-07-27,2581.59,2588.0,2565.64,2575.37,99031008,86319177728.0
2010-07-28,2574.32,2636.0,2564.16,2633.66,146193028,123955986432.0
2010-07-29,2635.05,2656.41,2623.94,2648.12,156572147,133051867136.0
2010-07-30,2642.85,2643.03,2614.73,2637.5,107066470,95401328640.0
2010-08-02,2635.81,2675.76,2633.65,2672.52,131925766,112156983296.0
2010-08-03,2678.79,2681.79,2626.72,2627.0,145598069,132380147712.0
2010-08-04,2620.5,2638.9,2589.99,2638.52,133762153,115185516544.0
2010-08-05,2636.24,2640.59,2606.62,2620.76,128048820,116955758592.0
2010-08-06,2618.71,2659.41,2598.91,2658.39,134772714,124990824448.0
2010-08-09,2656.36,2676.09,2650.4,2672.53,137100459,128442892288.0
2010-08-10,2672.79,2675.31,2594.34,2595.27,141535687,131287285760.0
2010-08-11,2587.61,2618.45,2586.02,2607.5,100286699,90162544640.0
2010-08-12,2584.92,2608.76,2570.96,2575.48,106481034,97353187328.0
2010-08-13,2576.69,2607.03,2564.84,2606.7,99461717,92588507136.0
2010-08-16,2603.79,2665.31,2596.77,2661.71,140100013,132298571776.0
2010-08-17,2663.18,2677.57,2654.01,2671.89,133731067,129954709504.0
2010-08-18,2674.5,2687.76,2654.41,2666.3,149040315,130297298944.0
2010-08-19,2669.43,2701.93,2659.3,2687.98,143211372,134944219136.0
2010-08-20,2677.02,2683.29,2636.91,2642.31,133844304,121635749888.0
2010-08-23,2637.82,2656.12,2629.71,2639.37,97571923,92616466432.0
2010-08-24,2636.53,2667.17,2614.56,2650.31,123896078,108055461888.0
2010-08-25,2634.95,2645.5,2595.73,2596.58,122661110,109756227584.0
2010-08-26,2604.88,2616.96,2590.61,2603.48,89344083,82918244352.0
2010-08-27,2602.5,2613.49,2588.64,2610.74,76986973,75938496512.0
2010-08-30,2622.27,2656.35,2620.19,2652.66,123486988,122287529984.0
2010-08-31,2644.79,2647.25,2626.79,2638.8,119586757,125726466048.0
2010-09-01,2641.05,2662.88,2604.49,2622.88,146411847,140401836032.0
2010-09-02,2646.89,2659.98,2636.42,2655.78,134796040,143355281408.0
2010-09-03,2658.13,2660.54,2631.85,2655.39,139408992,147162251264.0
2010-09-06,2667.2,2698.6,2664.24,2696.25,160113842,162059878400.0
2010-09-07,2698.22,2704.93,2679.02,2698.36,122360269,124792127488.0
2010-09-08,2687.71,2695.84,2674.32,2695.29,121039753,131883130880.0
2010-09-09,2698.64,2698.64,2651.6,2656.35,143897600,157340008448.0
2010-09-10,2657.24,2667.84,2628.83,2663.21,127547302,135542571008.0
2010-09-13,2665.66,2696.67,2660.61,2688.32,131056020,142229553152.0
2010-09-14,2694.07,2703.78,2678.97,2688.52,131193840,142244904960.0
2010-09-15,2688.39,2688.49,2645.86,2652.5,131545383,139548196864.0
2010-09-16,2646.92,2653.27,2583.34,2602.47,132904630,129965547520.0
2010-09-17,2607.55,2615.08,2592.53,2598.69,91459003,95490260992.0
2010-09-20,2601.48,2607.35,2573.63,2588.71,87931329,90694819840.0
2010-09-21,2593.76,2601.1,2580.18,2591.55,63513973,66941636608.0
2010-09-27,2600.54,2629.04,2597.14,2627.97,85235163,91411193856.0
2010-09-28,2625.33,2625.33,2607.02,2611.35,105640579,116434239488.0
2010-09-29,2608.92,2634.12,2603.93,2610.68,94705134,106652065792.0
2010-09-30,2599.72,2656.0,2597.6,2655.66,99965653,108229115904.0
2010-10-08,2681.25,2747.8,2677.99,2738.74,154842792,170309713920.0
2010-10-11,2755.03,2823.6,2755.03,2806.94,234107302,257132150784.0
2010-10-12,2795.76,2843.43,2782.34,2841.41,183345099,214009315328.0
2010-10-13,2842.14,2862.03,2826.22,2861.36,204856265,231006109696.0
2010-10-14,2881.55,2919.41,2864.52,2879.64,252315867,268050890752.0
2010-10-15,2863.74,2971.16,2858.22,2971.16,270345644,277649457152.0
2010-10-18,2985.46,3026.1,2944.72,2955.23,313731778,307579420672.0
2010-10-19,2949.63,3002.37,2931.91,3001.85,200031343,203737612288.0
2010-10-20,2947.51,3041.15,2942.5,3003.95,248942325,267939020800.0
2010-10-21,3009.23,3018.24,2958.55,2983.53,184194818,208327999488.0
2010-10-22,2976.75,2997.62,2954.62,2975.04,164470069,197210079232.0
2010-10-25,2979.71,3051.54,2959.3,3051.42,215013384,254642405376.0
2010-10-26,3065.84,3073.38,3017.82,3041.54,218718676,263036665856.0
2010-10-27,3031.65,3056.4,2988.87,2997.05,200359640,233282994176.0
2010-10-28,2989.29,3007.01,2969.3,2992.58,163821966,188158951424.0
2010-10-29,2993.3,2996.77,2955.48,2978.83,169299934,197660704768.0
2010-11-01,2986.89,3054.05,2986.89,3054.02,212136776,253939204096.0
2010-11-02,3061.63,3089.57,3029.32,3045.43,247101256,309231124480.0
2010-11-03,3044.02,3069.07,3017.1,3030.99,212275690,247261790208.0
2010-11-04,3035.37,3087.42,3035.37,3086.94,196342867,230744375296.0
2010-11-05,3129.87,3142.59,3105.92,3129.5,227970097,275354320896.0
2010-11-08,3140.4,3160.7,3124.09,3159.51,223699939,261671583744.0
2010-11-09,3159.02,3159.02,3110.34,3135.0,210097603,250331971584.0
2010-11-10,3120.44,3124.26,3093.88,3115.36,204678936,251614150656.0
2010-11-11,3108.51,3186.72,3102.77,3147.74,235039423,290302033920.0
2010-11-12,3121.92,3150.15,2975.16,2985.44,275732636,303388196864.0
2010-11-15,2984.87,3016.13,2939.68,3014.41,182643164,200616001536.0
2010-11-16,3007.64,3007.64,2885.75,2894.54,202748649,225428537344.0
2010-11-17,2852.48,2891.05,2824.12,2838.86,150755557,162051637248.0
2010-11-18,2855.6,2873.7,2827.18,2865.45,128359873,130717966336.0
2010-11-19,2879.66,2888.75,2806.64,2888.57,151705030,158924800000.0
2010-11-22,2861.61,2904.97,2852.77,2884.37,149004432,165210783744.0
2010-11-23,2872.17,2872.17,2791.58,2828.28,138528668,147786465280.0
2010-11-24,2794.86,2861.49,2794.86,2859.94,138859441,150474817536.0
2010-11-25,2875.86,2901.68,2856.96,2898.26,150993379,169509027840.0
2010-11-26,2890.29,2894.42,2851.96,2871.7,124679931,145357275136.0
2010-11-29,2861.15,2878.83,2841.79,2866.36,115034138,135520182272.0
2010-11-30,2863.41,2881.16,2758.92,2820.18,164585303,176139042816.0
2010-12-01,2810.54,2834.2,2795.81,2823.45,93095696,105726959616.0
2010-12-02,2860.46,2870.81,2841.47,2843.61,115736917,133725143040.0
2010-12-03,2846.73,2853.4,2822.74,2842.43,96481075,107496554496.0
2010-12-06,2850.38,2871.41,2831.7,2857.18,103928537,112639049728.0
2010-12-07,2843.77,2884.53,2809.11,2875.86,101184182,113049059328.0
2010-12-08,2868.73,2880.56,2843.94,2848.55,99224980,111757533184.0
2010-12-09,2837.61,2854.7,2808.51,2810.95,104740660,109956661248.0
2010-12-10,2798.74,2850.42,2792.52,2841.04,92410224,99589226496.0
2010-12-13,2850.32,2923.77,2847.66,2922.95,144036381,161839710208.0
2010-12-14,2928.3,2933.41,2912.42,2927.08,132789463,154467745792.0
2010-12-15,2927.26,2939.05,2905.65,2911.41,121115585,144768040960.0
2010-12-16,2908.86,2921.27,2891.86,2898.14,95086936,110768857088.0
2010-12-17,2896.77,2898.81,2881.0,2893.74,81044838,94717992960.0
2010-12-20,2901.47,2911.56,2804.56,2852.92,133646239,148829650944.0
2010-12-21,2857.59,2908.17,2846.63,2904.11,126443460,138778656768.0
2010-12-22,2910.73,2917.2,2867.05,2877.9,111527796,127590596608.0
2010-12-23,2874.2,2893.71,2849.84,2855.22,101062518,110854176768.0
2010-12-24,2841.35,2853.49,2813.5,2835.16,94833605,97556463616.0
2010-12-27,2842.81,2876.81,2774.54,2781.4,113573302,125178019840.0
2010-12-28,2768.03,2775.15,2730.41,2732.99,99402208,98704146432.0
2010-12-29,2735.48,2753.02,2721.48,2751.53,73072702,77247209472.0
2010-12-30,2751.97,2768.13,2724.54,2759.57,83045226,87203594240.0
2010-12-31,2759.16,2808.93,2758.13,2808.08,94574606,109728227328.0
2011-01-04,2825.33,2855.4,2810.11,2852.65,122603786,147099287552.0
2011-01-05,2833.12,2850.49,2824.3,2838.59,115080018,136605556736.0
2011-01-06,2838.44,2853.88,2816.95,2824.2,93262308,114393079808.0
2011-01-07,2820.67,2868.0,2807.87,2838.8,130892453,139308482560.0
2011-01-10,2832.62,2847.36,2786.86,2791.81,102350530,112231858176.0
2011-01-11,2783.48,2810.76,2770.34,2804.05,91000762,95790473216.0
2011-01-12,2811.78,2828.47,2788.13,2821.3,88306879,89286860800.0
2011-01-13,2830.53,2837.53,2810.87,2827.71,82491775,88898904064.0
2011-01-14,2817.05,2817.05,2780.44,2791.34,84545719,91633254400.0
2011-01-17,2772.45,2780.94,2698.78,2706.66,108833417,106820714496.0
2011-01-18,2696.15,2715.41,2683.37,2708.98,69954664,68839817216.0
2011-01-19,2707.82,2759.6,2700.81,2758.1,88787874,90985005056.0
2011-01-20,2752.8,2752.8,2676.13,2677.65,96939735,96876167168.0
2011-01-21,2668.68,2746.18,2667.29,2715.29,110451978,104579031040.0
2011-01-24,2716.52,2736.11,2690.65,2695.72,97761295,97331437568.0
2011-01-25,2691.69,2701.04,2661.45,2677.43,79592282,76698460160.0
2011-01-26,2677.17,2710.74,2676.77,2708.81,67051842,68095148032.0
2011-01-27,2690.82,2753.0,2677.21,2749.15,117284234,116641243136.0
2011-01-28,2741.31,2759.44,2733.29,2752.75,91330388,99291856896.0
2011-01-31,2751.53,2790.92,2748.54,2790.69,98398465,107657560064.0
2011-02-01,2795.07,2805.05,2785.3,2798.96,78654505,90772496384.0
2011-02-09,2778.7,2804.21,2764.87,2774.06,95661046,105899646976.0
2011-02-10,2769.65,2819.06,2760.18,2818.16,106859974,118279651328.0
2011-02-11,2815.12,2835.41,2807.6,2827.33,116818537,128777969664.0
2011-02-14,2828.57,2906.26,2828.57,2899.13,171236743,182199173120.0
2011-02-15,2900.43,2934.47,2892.64,2899.24,168122251,189514072064.0
2011-02-16,2893.68,2924.19,2882.55,2923.9,139229772,161636286464.0
2011-02-17,2929.25,2939.28,2905.03,2926.96,141037735,170609098752.0
2011-02-18,2924.23,2924.23,2890.26,2899.79,124413192,143486877696.0
2011-02-21,2886.54,2932.82,2884.19,2932.25,130003748,147746553856.0
2011-02-22,2941.32,2944.41,2851.62,2855.52,171422414,194421161984.0
2011-02-23,2844.99,2868.48,2839.2,2862.63,120439995,138999595008.0
2011-02-24,2861.39,2881.54,2854.56,2878.6,119196731,138582360064.0
2011-02-25,2876.78,2890.32,2848.65,2878.56,109603082,125575315456.0
2011-02-28,2880.17,2906.17,2861.82,2905.05,127274935,149576318976.0
2011-03-01,2906.28,2931.58,2901.55,2918.92,148645028,173892157440.0
2011-03-02,2905.51,2924.96,2883.57,2913.81,144173382,167054180352.0
2011-03-03,2918.73,2937.56,2900.76,2902.98,164828973,179827998720.0
2011-03-04,2902.19,2944.46,2898.08,2942.31,129271958,146052792320.0
2011-03-07,2952.72,3000.43,2952.72,2996.21,177510040,210234769408.0
2011-03-08,2996.73,3001.62,2976.6,2999.94,137269607,170430955520.0
2011-03-09,3002.55,3012.04,2989.34,3002.15,135053915,166821396480.0
2011-03-10,2995.77,2995.77,2954.37,2957.14,135238994,168228782080.0
2011-03-11,2942.42,2966.98,2927.68,2933.8,127845915,154274938880.0
2011-03-14,2923.98,2939.65,2914.46,2937.63,125582010,153795985408.0
2011-03-15,2927.98,2927.98,2850.95,2896.26,172272612,189815701504.0
2011-03-16,2894.25,2934.02,2894.25,2930.8,140044614,167171293184.0
2011-03-17,2906.96,2935.63,2885.65,2897.3,147421746,171981078528.0
2011-03-18,2920.81,2930.61,2900.87,2906.89,107808469,128490897408.0
2011-03-21,2913.91,2927.07,2895.15,2909.14,105097982,123623440384.0
2011-03-22,2917.69,2923.39,2884.75,2919.14,106469168,121852993536.0
2011-03-23,2919.02,2950.42,2911.63,2948.48,122810342,139787780096.0
2011-03-24,2949.85,2958.66,2942.13,2946.71,116307680,138238558208.0
2011-03-25,2948.54,2985.08,2946.7,2977.81,153205493,173562363904.0
2011-03-28,2985.36,3005.78,2979.2,2984.0,169306069,198231261184.0
2011-03-29,2979.86,2994.17,2953.54,2958.08,180640107,201697280000.0
2011-03-30,2955.45,2968.18,2935.75,2955.77,139370046,154444988416.0
2011-03-31,2954.65,2961.63,2914.38,2928.11,116767620,135660912640.0
2011-04-01,2932.48,2967.85,2924.39,2967.41,110219751,127272837120.0
2011-04-06,2964.21,3005.24,2963.9,3001.36,156718414,178704629760.0
2011-04-07,3003.2,3012.29,2990.31,3007.91,133886713,154311131136.0
2011-04-08,3005.37,3031.1,2998.34,3030.02,123817025,148542341120.0
2011-04-11,3037.91,3059.57,3019.89,3022.75,158087448,184386568192.0
2011-04-12,3012.79,3039.12,3003.45,3021.37,157956281,167117832192.0
2011-04-13,3006.83,3050.4,2994.47,3050.4,138585678,148905771008.0
2011-04-14,3049.67,3058.24,3036.73,3042.64,140801851,150275932160.0
2011-04-15,3036.34,3062.53,3020.16,3050.53,141741926,150697164800.0
2011-04-18,3040.53,3067.46,3037.19,3057.33,150764093,162870640640.0
2011-04-19,3038.81,3038.81,2996.22,2999.04,153485258,167927742464.0
2011-04-20,3005.98,3019.12,2992.67,3007.04,128317167,144904617984.0
2011-04-21,3021.77,3035.47,3012.54,3026.67,128332496,148319436800.0
2011-04-22,3025.7,3032.97,3004.47,3010.52,124375145,138236018688.0
2011-04-25,3003.03,3003.61,2964.64,2964.95,128284888,142058225664.0
2011-04-26,2956.95,2970.28,2931.5,2938.98,106497504,113890836480.0
2011-04-27,2946.33,2961.13,2907.66,2925.41,116709578,116293386240.0
2011-04-28,2937.95,2953.19,2884.84,2887.04,121275676,117862817792.0
2011-04-29,2886.63,2913.56,2871.01,2911.51,101989391,95097004032.0
2011-05-03,2911.51,2933.46,2890.23,2932.19,108343988,104159657984.0
2011-05-04,2916.84,2916.97,2860.07,2866.02,124379051,126914650112.0
2011-05-05,2854.77,2880.13,2849.91,2872.4,98861012,99921805312.0
2011-05-06,2842.76,2881.71,2834.46,2863.89,102577116,106606075904.0
2011-05-09,2868.24,2885.18,2861.42,2872.46,87632168,94783381504.0
2011-05-10,2876.98,2891.03,2865.1,2890.63,87583240,96995082240.0
2011-05-11,2890.35,2897.14,2868.35,2883.42,97584234,107788017664.0
2011-05-12,2864.98,2876.45,2843.1,2844.08,106428484,115013320704.0
2011-05-13,2846.31,2871.99,2832.25,2871.03,103797662,105286844416.0
2011-05-16,2864.38,2877.09,2846.31,2849.07,91146871,96655507456.0
2011-05-17,2846.45,2869.23,2821.2,2852.77,102872165,110882775040.0
2011-05-18,2846.73,2877.43,2843.68,2872.77,83814176,91304460288.0
2011-05-19,2879.39,2884.14,2856.83,2859.57,83407241,92002295808.0
2011-05-20,2858.31,2866.76,2850.45,2858.46,75151421,84605231104.0
2011-05-23,2853.29,2853.29,2771.12,2774.57,107910958,112663347200.0
2011-05-24,2766.06,2771.75,2744.78,2767.06,82556845,89829720064.0
2011-05-25,2764.56,2771.18,2737.33,2741.74,80872913,87059824640.0
2011-05-26,2755.39,2764.89,2734.54,2736.53,86296156,93521297408.0
2011-05-27,2739.39,2746.84,2708.55,2709.95,93607904,93187325952.0
2011-05-30,2704.49,2728.06,2689.21,2706.36,73811397,72145698816.0
2011-05-31,2707.56,2744.93,2702.09,2743.47,78432043,79055486976.0
2011-06-01,2737.06,2744.56,2726.5,2743.57,79444360,78783373312.0
2011-06-02,2715.32,2728.0,2676.54,2705.18,96806564,95553929216.0
2011-06-03,2701.77,2732.43,2701.25,2728.02,74710689,79125315584.0
2011-06-07,2720.97,2745.77,2717.31,2744.3,71784301,79913369600.0
2011-06-08,2742.04,2754.12,2715.25,2750.29,80551647,88231337984.0
2011-06-09,2743.54,2747.33,2702.7,2703.34,88705414,95853101056.0
2011-06-10,2696.13,2707.74,2672.32,2705.14,79638863,83971416064.0
2011-06-13,2687.65,2703.42,2669.4,2700.38,69760572,74062381056.0
2011-06-14,2696.22,2735.55,2691.67,2730.04,89853815,96063504384.0
2011-06-15,2717.68,2730.48,2705.07,2705.43,79347958,86069469184.0
2011-06-16,2685.63,2691.94,2663.12,2664.28,76455594,77300768768.0
2011-06-17,2661.41,2675.03,2641.39,2642.82,70244511,75238383616.0
2011-06-20,2635.83,2637.88,2610.99,2621.25,67629608,66141503488.0
2011-06-21,2628.02,2648.02,2618.81,2646.48,71564203,74109124608.0
2011-06-22,2648.53,2657.73,2633.47,2649.32,63745434,65344770048.0
2011-06-23,2640.66,2693.42,2630.34,2688.25,81092961,83468582912.0
2011-06-24,2678.05,2759.71,2674.3,2746.21,139445432,144335912960.0
2011-06-27,2746.79,2769.04,2743.5,2758.23,110150858,117141372928.0
2011-06-28,2759.71,2763.28,2736.4,2759.2,94974797,104902033408.0
2011-06-29,2757.4,2759.23,2727.25,2728.48,94571113,99758456832.0
2011-06-30,2729.99,2774.36,2729.99,2762.08,102322632,104379187200.0
2011-07-01,2767.83,2778.67,2752.97,2759.36,101893132,106444529664.0
2011-07-04,2770.94,2813.27,2770.94,2812.82,138419239,145547640832.0
2011-07-05,2812.72,2818.14,2799.11,2816.35,117236370,129553776640.0
2011-07-06,2811.81,2811.81,2780.73,2810.48,110007038,122990297088.0
2011-07-07,2813.19,2825.12,2793.89,2794.27,126737517,141310181376.0
2011-07-08,2797.03,2807.38,2784.13,2797.77,92237122,103601684480.0
