date,code,shares,source
2024-01-05,510330,10883949800.0,sse
2024-01-05,510500,8108568600.0,sse
2024-01-05,512100,3283217600.0,sse
2024-01-05,588000,106729168200.0,sse
2024-01-05,588080,36229628100.0,sse
2024-01-08,510050,33675066800.0,sse
2024-01-08,510300,35994187700.0,sse
2024-01-08,510310,29500307400.000004,sse
2024-01-08,510330,11072949800.0,sse
2024-01-08,510500,8025368600.0,sse
2024-01-08,512100,3234217600.0,sse
2024-01-08,588000,107395168200.0,sse
2024-01-08,588080,36415628100.0,sse
2024-01-09,510050,33796566800.0,sse
2024-01-09,510300,35806087700.0,sse
2024-01-09,510310,30436307400.000004,sse
2024-01-09,510330,11542749800.0,sse
2024-01-09,510500,7995368600.0,sse
2024-01-09,512100,3185217600.0,sse
2024-01-09,588000,107485168200.0,sse
2024-01-09,588080,36421628100.0,sse
2024-01-10,510050,33768666800.0,sse
2024-01-10,510300,35742187700.0,sse
2024-01-10,510310,30606307400.000004,sse
2024-01-10,510330,11619249800.0,sse
2024-01-10,510500,8001768600.0,sse
2024-01-10,512100,3181217600.0,sse
2024-01-10,588000,107489668200.0,sse
2024-01-10,588080,36379628100.0,sse
2024-01-11,510050,34012566800.0,sse
2024-01-11,510300,36080587700.0,sse
2024-01-11,510310,30704307400.000004,sse
2024-01-11,510330,11673249800.0,sse
2024-01-11,510500,8052968600.0,sse
2024-01-11,512100,3267217600.0,sse
2024-01-11,588000,107332168200.0,sse
2024-01-11,588080,36346628100.0,sse
2024-01-12,510050,33931566800.0,sse
2024-01-12,510300,36012187700.0,sse
2024-01-12,510310,30712307400.000004,sse
2024-01-12,510330,11663349800.0,sse
2024-01-12,510500,7998968600.0,sse
2024-01-12,512100,3217217600.0,sse
2024-01-12,588000,107431168200.0,sse
2024-01-12,588080,36370628100.0,sse
2024-01-15,510050,34008066800.0,sse
2024-01-15,510300,35791687700.0,sse
2024-01-15,510310,30726307400.000004,sse
2024-01-15,510330,11623749800.0,sse
2024-01-15,510500,8015368600.0,sse
2024-01-15,512100,3163217600.0,sse
2024-01-15,588000,107489668200.0,sse
2024-01-15,588080,36373628100.0,sse
2024-01-16,510050,33675066800.0,sse
2024-01-16,510300,36054487700.0,sse
2024-01-16,510310,33058307400.000004,sse
2024-01-16,510330,12475149800.0,sse
2024-01-16,510500,8003768600.0,sse
2024-01-16,512100,3136217600.0,sse
2024-01-16,588000,107575168200.0,sse
2024-01-16,588080,36349628100.0,sse
2024-01-17,510050,33765066800.0,sse
2024-01-17,510300,36146287700.0,sse
2024-01-17,510310,34870307400.0,sse
2024-01-17,510330,13429149800.0,sse
2024-01-17,510500,7939368600.0,sse
2024-01-17,512100,3109217600.0,sse
2024-01-17,588000,107827168200.0,sse
2024-01-17,588080,36364628100.0,sse
2024-01-18,510050,35741466800.0,sse
2024-01-18,510300,38479987700.0,sse
2024-01-18,510310,37332307400.0,sse
2024-01-18,510330,14293149800.0,sse
2024-01-18,510500,8012568600.0,sse
2024-01-18,512100,3108217600.0,sse
2024-01-18,588000,107431168200.0,sse
2024-01-18,588080,36310628100.0,sse
2024-01-19,510050,37464066800.0,sse
2024-01-19,510300,40192687700.0,sse
2024-01-19,510310,40536307400.0,sse
2024-01-19,510330,15233649800.0,sse
2024-01-19,510500,7895368600.0,sse
2024-01-19,512100,2873217600.0,sse
2024-01-19,588000,107035168200.0,sse
2024-01-19,588080,36370628100.0,sse
2024-01-22,510050,39020166800.0,sse
2024-01-22,510300,43570387699.99999,sse
2024-01-22,510310,45924307400.0,sse
2024-01-22,510330,17069649800.0,sse
2024-01-22,510500,8000568600.0,sse
2024-01-22,512100,2926217600.0,sse
2024-01-22,588000,106882168200.0,sse
2024-01-22,588080,36385628100.0,sse
2024-01-23,510050,39255066800.0,sse
2024-01-23,510300,43722487699.99999,sse
2024-01-23,510310,46134307400.0,sse
2024-01-23,510330,17251449800.0,sse
2024-01-23,510500,8124968600.0,sse
2024-01-23,512100,2993217600.0,sse
2024-01-23,588000,106040668200.0,sse
2024-01-23,588080,36310628100.0,sse
2024-01-24,510050,39501666800.0,sse
2024-01-24,510300,44545087699.99999,sse
2024-01-24,510310,48074307400.0,sse
2024-01-24,510330,17535849800.0,sse
2024-01-24,510500,8088168600.0,sse
2024-01-24,512100,2954217600.0,sse
2024-01-24,588000,106526668200.0,sse
2024-01-24,588080,36427628100.0,sse
2024-01-25,510050,39646566800.0,sse
2024-01-25,510300,44654887699.99999,sse
2024-01-25,510310,48518307400.0,sse
2024-01-25,510330,17692449800.0,sse
2024-01-25,510500,8111768600.0,sse
2024-01-25,512100,3086217600.0,sse
2024-01-25,588000,106220668200.0,sse
2024-01-25,588080,36439628100.0,sse
2024-01-26,510050,40780566800.0,sse
2024-01-26,510300,45552187699.99999,sse
2024-01-26,510310,50674307400.0,sse
2024-01-26,510330,17848149800.0,sse
2024-01-26,510500,7959768600.0,sse
2024-01-26,512100,2956217600.0,sse
2024-01-26,588000,106756168200.0,sse
2024-01-26,588080,36751628100.0,sse
2024-01-29,510050,40828266800.0,sse
2024-01-29,510300,45400987699.99999,sse
2024-01-29,510310,50742307400.0,sse
2024-01-29,510330,17820249800.0,sse
2024-01-29,510500,7960568600.0,sse
2024-01-29,512100,2904217600.0,sse
2024-01-29,588000,107408668200.0,sse
2024-01-29,588080,36910628100.0,sse
2024-01-30,510050,41173866800.0,sse
2024-01-30,510300,46372987699.99999,sse
2024-01-30,510310,51584307400.0,sse
2024-01-30,510330,17915649800.0,sse
2024-01-30,510500,7986568600.0,sse
2024-01-30,512100,2850217600.0,sse
2024-01-30,588000,107561668200.0,sse
2024-01-30,588080,36991628100.0,sse
2024-01-31,510050,41924466800.0,sse
2024-01-31,510300,46926487699.99999,sse
2024-01-31,510310,53324307400.0,sse
2024-01-31,510330,18127149800.0,sse
2024-01-31,510500,8201368600.0,sse
2024-01-31,512100,2998217600.0,sse
2024-01-31,588000,108178168200.0,sse
2024-01-31,588080,37639628100.0,sse
2024-02-01,510050,42898266800.0,sse
2024-02-01,510300,47767987699.99999,sse
2024-02-01,510310,53490307400.0,sse
2024-02-01,510330,19104549800.0,sse
2024-02-01,510500,8315368600.0,sse
2024-02-01,512100,3235217600.0,sse
2024-02-01,588000,108110668200.0,sse
2024-02-01,588080,37681628100.0,sse
2024-02-02,510050,43804566800.0,sse
2024-02-02,510300,48874087699.99999,sse
2024-02-02,510310,55222307400.0,sse
2024-02-02,510330,19918149800.0,sse
2024-02-02,510500,8324968600.0,sse
2024-02-02,512100,3304217600.0,sse
2024-02-02,588000,108281668200.0,sse
2024-02-02,588080,38311628100.0,sse
2024-02-05,510050,43640766800.0,sse
2024-02-05,510300,49395187699.99999,sse
2024-02-05,510310,58242307400.0,sse
2024-02-05,510330,21598449800.0,sse
2024-02-05,510500,11398968600.000002,sse
2024-02-05,512100,7692217600.0,sse
2024-02-05,588000,108493168200.0,sse
2024-02-05,588080,41017628100.0,sse
2024-02-06,510050,43431066800.0,sse
2024-02-06,510300,49752487699.99999,sse
2024-02-06,510310,58774307400.0,sse
2024-02-06,510330,21730749800.0,sse
2024-02-06,510500,12036168600.000002,sse
2024-02-06,512100,10004217600.0,sse
2024-02-06,588000,107417668200.0,sse
2024-02-06,588080,42361628099.99999,sse
2024-02-07,510050,44222166800.0,sse
2024-02-07,510300,51815287699.99999,sse
2024-02-07,510310,63596307400.0,sse
2024-02-07,510330,24023949800.0,sse
2024-02-07,510500,12766568600.000002,sse
2024-02-07,512100,10826217600.0,sse
2024-02-07,588000,105761668200.0,sse
2024-02-07,588080,43249628099.99999,sse
2024-02-08,510050,46003266800.0,sse
2024-02-08,510300,52964587699.99999,sse
2024-02-08,510310,65142307400.0,sse
2024-02-08,510330,24780849800.0,sse
2024-02-08,510500,13733768600.000002,sse
2024-02-08,512100,11504217600.0,sse
2024-02-08,588000,104371168200.0,sse
2024-02-08,588080,43600628099.99999,sse
2024-02-19,510050,45877266800.0,sse
2024-02-19,510300,52873687699.99999,sse
2024-02-19,510310,66390307400.0,sse
2024-02-19,510330,25288449800.0,sse
2024-02-19,510500,13962168600.000002,sse
2024-02-19,512100,11595217600.0,sse
2024-02-19,588000,102976168200.0,sse
2024-02-19,588080,44581628099.99999,sse
2024-02-20,510050,45924966800.0,sse
2024-02-20,510300,52803487699.99999,sse
2024-02-20,510310,66850307400.0,sse
2024-02-20,510330,25493649800.0,sse
2024-02-20,510500,13669368600.000002,sse
2024-02-20,512100,11309217600.0,sse
2024-02-20,588000,102427168200.0,sse
2024-02-20,588080,45088628099.99999,sse
2024-02-21,510050,46308366800.0,sse
2024-02-21,510300,53139187699.99999,sse
2024-02-21,510310,67114307400.0,sse
2024-02-21,510330,25662849800.0,sse
2024-02-21,510500,13664568600.000002,sse
2024-02-21,512100,11417217600.0,sse
2024-02-21,588000,101860168200.0,sse
2024-02-21,588080,45280628099.99999,sse
2024-02-22,510050,46394766800.0,sse
2024-02-22,510300,53053687699.99999,sse
2024-02-22,510310,67170307400.0,sse
2024-02-22,510330,25696149800.0,sse
2024-02-22,510500,13605368600.000002,sse
2024-02-22,512100,11301217600.0,sse
2024-02-22,588000,101284168200.0,sse
2024-02-22,588080,45076628099.99999,sse
2024-02-23,510050,46496466800.0,sse
2024-02-23,510300,52701787699.99999,sse
2024-02-23,510310,67154307400.0,sse
2024-02-23,510330,25722249800.0,sse
2024-02-23,510500,13530968600.000002,sse
2024-02-23,512100,11201217600.0,sse
2024-02-23,588000,101014168200.0,sse
2024-02-23,588080,45079628099.99999,sse
2024-02-26,510050,46146366800.0,sse
2024-02-26,510300,52307587699.99999,sse
2024-02-26,510310,66878307400.0,sse
2024-02-26,510330,25646649800.0,sse
2024-02-26,510500,13516168600.000002,sse
2024-02-26,512100,11045217600.0,sse
2024-02-26,588000,100424668200.0,sse
2024-02-26,588080,44875628099.99999,sse
2024-02-27,510050,46257966800.0,sse
2024-02-27,510300,52105987699.99999,sse
2024-02-27,510310,66804307400.0,sse
2024-02-27,510330,25610649800.0,sse
2024-02-27,510500,13640168600.000002,sse
2024-02-27,512100,11199217600.0,sse
2024-02-27,588000,99326668200.0,sse
2024-02-27,588080,44743628099.99999,sse
2024-02-28,510050,46005066800.0,sse
2024-02-28,510300,52990687699.99999,sse
2024-02-28,510310,67834307400.0,sse
2024-02-28,510330,25878849800.0,sse
2024-02-28,510500,13811368600.000002,sse
2024-02-28,512100,11037217600.0,sse
2024-02-28,588000,98804668200.0,sse
2024-02-28,588080,44743628099.99999,sse
2024-02-29,510050,45990666800.0,sse
2024-02-29,510300,53536087699.99999,sse
2024-02-29,510310,68402307400.0,sse
2024-02-29,510330,26084049800.0,sse
2024-02-29,510500,14136968600.000002,sse
2024-02-29,512100,11123217600.0,sse
2024-02-29,588000,97220668200.0,sse
2024-02-29,588080,43933628099.99999,sse
2024-03-01,510050,46128366800.0,sse
2024-03-01,510300,53630587699.99999,sse
2024-03-01,510310,68814307400.0,sse
2024-03-01,510330,26198349800.0,sse
2024-03-01,510500,14120968600.000002,sse
2024-03-01,512100,10997217600.0,sse
2024-03-01,588000,96626668200.0,sse
2024-03-01,588080,43864628099.99999,sse
2024-03-04,510050,45735966800.0,sse
2024-03-04,510300,53139187699.99999,sse
2024-03-04,510310,68634307400.0,sse
2024-03-04,510330,26116449800.0,sse
2024-03-04,510500,13870568600.000002,sse
2024-03-04,512100,10675217600.0,sse
2024-03-04,588000,95641168200.0,sse
2024-03-04,588080,43783628099.99999,sse
2024-03-05,510050,45598266800.0,sse
2024-03-05,510300,54547687699.99999,sse
2024-03-05,510310,73356307400.0,sse
2024-03-05,510330,26928249800.0,sse
2024-03-05,510500,14642568600.000002,sse
2024-03-05,512100,12021217600.0,sse
2024-03-05,588000,94426168200.0,sse
2024-03-05,588080,45994628099.99999,sse
2024-03-06,510050,45882666800.0,sse
2024-03-06,510300,55117387699.99999,sse
2024-03-06,510310,74604307400.0,sse
2024-03-06,510330,27204549800.0,sse
2024-03-06,510500,14750968600.000002,sse
2024-03-06,512100,12215217600.0,sse
2024-03-06,588000,94169668200.0,sse
2024-03-06,588080,47161628099.99999,sse
2024-03-07,510050,45827766800.0,sse
2024-03-07,510300,55253287699.99999,sse
2024-03-07,510310,74910307400.0,sse
2024-03-07,510330,27339549800.0,sse
2024-03-07,510500,14738968600.000002,sse
2024-03-07,512100,12179217600.0,sse
2024-03-07,588000,94048168200.0,sse
2024-03-07,588080,47674628099.99999,sse
2024-03-08,510050,46053666800.0,sse
2024-03-08,510300,55312687699.99999,sse
2024-03-08,510310,75174307400.0,sse
2024-03-08,510330,27439449800.0,sse
2024-03-08,510500,14815768600.000002,sse
2024-03-08,512100,12249217600.0,sse
2024-03-08,588000,93755668200.0,sse
2024-03-08,588080,47536628099.99999,sse
2024-03-11,510050,45883566800.0,sse
2024-03-11,510300,55356787699.99999,sse
2024-03-11,510310,75230307400.0,sse
2024-03-11,510330,27458349800.0,sse
2024-03-11,510500,14862168600.000002,sse
2024-03-11,512100,12211217600.0,sse
2024-03-11,588000,93148168200.0,sse
2024-03-11,588080,47416628099.99999,sse
2024-03-12,510050,46394766800.0,sse
2024-03-12,510300,55795087699.99999,sse
2024-03-12,510310,75514307400.0,sse
2024-03-12,510330,27596949800.0,sse
2024-03-12,510500,15016968600.000002,sse
2024-03-12,512100,12273217600.0,sse
2024-03-12,588000,93283168200.0,sse
2024-03-12,588080,47575628099.99999,sse
2024-03-13,510050,46403766800.0,sse
2024-03-13,510300,55867987699.99999,sse
2024-03-13,510310,75626307400.0,sse
2024-03-13,510330,27614949800.0,sse
2024-03-13,510500,14952968600.000002,sse
2024-03-13,512100,12265217600.0,sse
2024-03-13,588000,93053668200.0,sse
2024-03-13,588080,47500628099.99999,sse
2024-03-14,510050,46356066800.0,sse
2024-03-14,510300,55836487699.99999,sse
2024-03-14,510310,75750307400.0,sse
2024-03-14,510330,27582549800.0,sse
2024-03-14,510500,14901368600.000002,sse
2024-03-14,512100,12141217600.0,sse
2024-03-14,588000,92896168200.0,sse
2024-03-14,588080,47374628099.99999,sse
2024-03-15,510050,46298466800.0,sse
2024-03-15,510300,55687087699.99999,sse
2024-03-15,510310,75750307400.0,sse
2024-03-15,510330,27534849800.0,sse
2024-03-15,510500,14702168600.000002,sse
2024-03-15,512100,12301217600.0,sse
2024-03-15,588000,93080668200.0,sse
2024-03-15,588080,47416628099.99999,sse
2024-03-18,510050,46139166800.0,sse
2024-03-18,510300,55452187699.99999,sse
2024-03-18,510310,76134307400.0,sse
2024-03-18,510330,27442149800.0,sse
2024-03-18,510500,14668568600.000002,sse
2024-03-18,512100,12627217600.0,sse
2024-03-18,588000,92081668200.0,sse
2024-03-18,588080,47284628099.99999,sse
2024-03-19,510050,45789066800.0,sse
2024-03-19,510300,55286587699.99999,sse
2024-03-19,510310,76226307400.0,sse
2024-03-19,510330,27416949800.0,sse
2024-03-19,510500,14656168600.000002,sse
2024-03-19,512100,12543217600.0,sse
2024-03-19,588000,91510168200.0,sse
2024-03-19,588080,47155628099.99999,sse
2024-03-20,510050,46022166800.0,sse
2024-03-20,510300,55176787699.99999,sse
2024-03-20,510310,76410307400.0,sse
2024-03-20,510330,27349449800.0,sse
2024-03-20,510500,14695768600.000002,sse
2024-03-20,512100,12505217600.0,sse
2024-03-20,588000,91465168200.0,sse
2024-03-20,588080,46858628099.99999,sse
2024-03-21,510050,46042866800.0,sse
2024-03-21,510300,55192087699.99999,sse
2024-03-21,510310,76406307400.0,sse
2024-03-21,510330,27266649800.0,sse
2024-03-21,510500,14649768600.000002,sse
2024-03-21,512100,12389217600.0,sse
2024-03-21,588000,91105168200.0,sse
2024-03-21,588080,46201628099.99999,sse
2024-03-22,510050,46180566800.0,sse
2024-03-22,510300,55380187699.99999,sse
2024-03-22,510310,77054307400.0,sse
2024-03-22,510330,27381849800.0,sse
2024-03-22,510500,14588168600.000002,sse
2024-03-22,512100,12189217600.0,sse
2024-03-22,588000,90898168200.0,sse
2024-03-22,588080,46036628099.99999,sse
2024-03-25,510050,46153566800.0,sse
2024-03-25,510300,55376587699.99999,sse
2024-03-25,510310,77380307400.0,sse
2024-03-25,510330,27313449800.0,sse
2024-03-25,510500,14542168600.000002,sse
2024-03-25,512100,11905217600.0,sse
2024-03-25,588000,90785668200.0,sse
2024-03-25,588080,45649628099.99999,sse
2024-03-26,510050,46617066800.0,sse
2024-03-26,510300,55580887699.99999,sse
2024-03-26,510310,77988307400.0,sse
2024-03-26,510330,27303549800.0,sse
2024-03-26,510500,14761768600.000002,sse
2024-03-26,512100,11849217600.0,sse
2024-03-26,588000,91172668200.0,sse
2024-03-26,588080,45382628099.99999,sse
2024-03-27,510050,46443366800.0,sse
2024-03-27,510300,55415287699.99999,sse
2024-03-27,510310,78238307400.0,sse
2024-03-27,510330,27190149800.0,sse
2024-03-27,510500,14726568600.000002,sse
2024-03-27,512100,11657217600.0,sse
2024-03-27,588000,91505668200.0,sse
2024-03-27,588080,45235628099.99999,sse
2024-03-28,510050,46148166800.0,sse
2024-03-28,510300,55510687699.99999,sse
2024-03-28,510310,78300307400.0,sse
2024-03-28,510330,27276549800.0,sse
2024-03-28,510500,14639768600.000002,sse
2024-03-28,512100,11799217600.0,sse
2024-03-28,588000,91123168200.0,sse
2024-03-28,588080,45157628099.99999,sse
2024-03-29,510050,45915066800.0,sse
2024-03-29,510300,55328887699.99999,sse
2024-03-29,510310,78104307400.0,sse
2024-03-29,510330,27173049800.0,sse
2024-03-29,510500,14568168600.000002,sse
2024-03-29,512100,11775217600.0,sse
2024-03-29,588000,91177168200.0,sse
2024-03-29,588080,45124628099.99999,sse
2024-04-01,510050,46361466800.0,sse
2024-04-01,510300,55638487699.99999,sse
2024-04-01,510310,78244307400.0,sse
2024-04-01,510330,27224349800.0,sse
2024-04-01,510500,14724968600.000002,sse
2024-04-01,512100,12129217600.0,sse
2024-04-01,588000,91001668200.0,sse
2024-04-01,588080,45094628099.99999,sse
2024-04-02,510050,46548666800.0,sse
2024-04-02,510300,55668187699.99999,sse
2024-04-02,510310,78202307400.0,sse
2024-04-02,510330,27221649800.0,sse
2024-04-02,510500,14530568600.000002,sse
2024-04-02,512100,11787217600.0,sse
2024-04-02,588000,91240168200.0,sse
2024-04-02,588080,45121628099.99999,sse
2024-04-03,510050,46409166800.0,sse
2024-04-03,510300,55663687699.99999,sse
2024-04-03,510310,78142307400.0,sse
2024-04-03,510330,27161349800.0,sse
2024-04-03,510500,14238168600.000002,sse
2024-04-03,512100,11425217600.0,sse
2024-04-03,588000,91393168200.0,sse
2024-04-03,588080,45148628099.99999,sse
2024-04-08,510050,46181466800.0,sse
2024-04-08,510300,55471087699.99999,sse
2024-04-08,510310,78052307400.0,sse
2024-04-08,510330,27125349800.0,sse
2024-04-08,510500,14033768600.000002,sse
2024-04-08,512100,11241217600.0,sse
2024-04-08,588000,91640668200.0,sse
2024-04-08,588080,45163628099.99999,sse
2024-04-09,510050,46381266800.0,sse
2024-04-09,510300,55496287699.99999,sse
2024-04-09,510310,78032307400.0,sse
2024-04-09,510330,27115449800.0,sse
2024-04-09,510500,13962568600.000002,sse
2024-04-09,512100,11213217600.0,sse
2024-04-09,588000,91807168200.0,sse
2024-04-09,588080,45352628099.99999,sse
2024-04-10,510050,46124766800.0,sse
2024-04-10,510300,55450387699.99999,sse
2024-04-10,510310,78022307400.0,sse
2024-04-10,510330,27105549800.0,sse
2024-04-10,510500,13875368600.000002,sse
2024-04-10,512100,11129217600.0,sse
2024-04-10,588000,92144668200.0,sse
2024-04-10,588080,45637628099.99999,sse
2024-04-11,510050,46135566800.0,sse
2024-04-11,510300,55439587699.99999,sse
2024-04-11,510310,78002307400.0,sse
2024-04-11,510330,27079449800.0,sse
2024-04-11,510500,14008968600.000002,sse
2024-04-11,512100,11257217600.0,sse
2024-04-11,588000,92180668200.0,sse
2024-04-11,588080,45580628099.99999,sse
2024-04-12,510050,45948366800.0,sse
2024-04-12,510300,55193887699.99999,sse
2024-04-12,510310,77808307400.0,sse
2024-04-12,510330,26926449800.0,sse
2024-04-12,510500,13854968600.000002,sse
2024-04-12,512100,11205217600.0,sse
2024-04-12,588000,91865668200.0,sse
2024-04-12,588080,45469628099.99999,sse
2024-04-15,510050,45817866800.0,sse
2024-04-15,510300,55143487699.99999,sse
2024-04-15,510310,77786307400.0,sse
2024-04-15,510330,26898549800.0,sse
2024-04-15,510500,13935768600.000002,sse
2024-04-15,512100,11179217600.0,sse
2024-04-15,588000,91541668200.0,sse
2024-04-15,588080,45400628099.99999,sse
2024-04-16,510050,45667566800.0,sse
2024-04-16,510300,55056187699.99999,sse
2024-04-16,510310,77812307400.0,sse
2024-04-16,510330,26822949800.0,sse
2024-04-16,510500,13946568600.000002,sse
2024-04-16,512100,11351217600.0,sse
2024-04-16,588000,91730668200.0,sse
2024-04-16,588080,45448628099.99999,sse
2024-04-17,510050,45792666800.0,sse
2024-04-17,510300,55284787699.99999,sse
2024-04-17,510310,77844307400.0,sse
2024-04-17,510330,26847249800.0,sse
2024-04-17,510500,13969368600.000002,sse
2024-04-17,512100,11397217600.0,sse
2024-04-17,588000,91393168200.0,sse
2024-04-17,588080,45373628099.99999,sse
2024-04-18,510050,46014066800.0,sse
2024-04-18,510300,55308187699.99999,sse
2024-04-18,510310,77818307400.0,sse
2024-04-18,510330,26836449800.0,sse
2024-04-18,510500,13990568600.000002,sse
2024-04-18,512100,11509217600.0,sse
2024-04-18,588000,90992668200.0,sse
2024-04-18,588080,44929628099.99999,sse
2024-04-19,510050,45982566800.0,sse
2024-04-19,510300,55348687699.99999,sse
2024-04-19,510310,77940307400.0,sse
2024-04-19,510330,26887749800.0,sse
2024-04-19,510500,13813768600.000002,sse
2024-04-19,512100,11161217600.0,sse
2024-04-19,588000,91550668200.0,sse
2024-04-19,588080,44971628099.99999,sse
2024-04-22,510050,45783666800.0,sse
2024-04-22,510300,55537687699.99999,sse
2024-04-22,510310,78016307400.0,sse
2024-04-22,510330,26919249800.0,sse
2024-04-22,510500,13795768600.000002,sse
2024-04-22,512100,11171217600.0,sse
2024-04-22,588000,91262668200.0,sse
2024-04-22,588080,44935628099.99999,sse
2024-04-23,510050,45886266800.0,sse
2024-04-23,510300,56005687699.99999,sse
2024-04-23,510310,78442307400.0,sse
2024-04-23,510330,26944449800.0,sse
2024-04-23,510500,13815768600.000002,sse
2024-04-23,512100,11091217600.0,sse
2024-04-23,588000,91145668200.0,sse
2024-04-23,588080,44965628099.99999,sse
2024-04-24,510050,45662166800.0,sse
2024-04-24,510300,56146087699.99999,sse
2024-04-24,510310,78472307400.0,sse
2024-04-24,510330,26950749800.0,sse
2024-04-24,510500,13809768600.000002,sse
2024-04-24,512100,11407217600.0,sse
2024-04-24,588000,90997168200.0,sse
2024-04-24,588080,44935628099.99999,sse
2024-04-25,510050,45619866800.0,sse
2024-04-25,510300,56210887699.99999,sse
2024-04-25,510310,78466307400.0,sse
2024-04-25,510330,26935449800.0,sse
2024-04-25,510500,13830968600.000002,sse
2024-04-25,512100,11511217600.0,sse
2024-04-25,588000,91415668200.0,sse
2024-04-25,588080,45058628099.99999,sse
2024-04-26,510050,45753966800.0,sse
2024-04-26,510300,56760787699.99999,sse
2024-04-26,510310,78562307400.0,sse
2024-04-26,510330,26959749800.0,sse
2024-04-26,510500,14430968600.000002,sse
2024-04-26,512100,12101217600.0,sse
2024-04-26,588000,92077168200.0,sse
2024-04-26,588080,45196628099.99999,sse
2024-04-29,510050,46330866800.0,sse
2024-04-29,510300,57380887699.99999,sse
2024-04-29,510310,78922307400.0,sse
2024-04-29,510330,27040749800.0,sse
2024-04-29,510500,14708568600.000002,sse
2024-04-29,512100,12771217600.0,sse
2024-04-29,588000,92086168200.0,sse
2024-04-29,588080,45355628099.99999,sse
2024-04-30,510050,46339866800.0,sse
2024-04-30,510300,57444787699.99999,sse
2024-04-30,510310,78956307400.0,sse
2024-04-30,510330,27045249800.0,sse
2024-04-30,510500,14742968600.000002,sse
2024-04-30,512100,12725217600.0,sse
2024-04-30,588000,92077168200.0,sse
2024-04-30,588080,45316628099.99999,sse
2024-05-06,510050,45880866800.0,sse
2024-05-06,510300,57436687699.99999,sse
2024-05-06,510310,79008307400.0,sse
2024-05-06,510330,26958849800.0,sse
2024-05-06,510500,14854568600.000002,sse
2024-05-06,512100,12925217600.0,sse
2024-05-06,588000,92540668200.0,sse
2024-05-06,588080,45502628099.99999,sse
2024-05-07,510050,45633366800.0,sse
2024-05-07,510300,57191887699.99999,sse
2024-05-07,510310,78952307400.0,sse
2024-05-07,510330,26939049800.0,sse
2024-05-07,510500,14776968600.000002,sse
2024-05-07,512100,12641217600.0,sse
2024-05-07,588000,92846668200.0,sse
2024-05-07,588080,45616628099.99999,sse
2024-05-08,510050,45500166800.0,sse
2024-05-08,510300,57064987699.99999,sse
2024-05-08,510310,78896307400.0,sse
2024-05-08,510330,26877849800.0,sse
2024-05-08,510500,14521368600.000002,sse
2024-05-08,512100,12313217600.0,sse
2024-05-08,588000,92716168200.0,sse
2024-05-08,588080,45577628099.99999,sse
2024-05-09,510050,45535266800.0,sse
2024-05-09,510300,57035287699.99999,sse
2024-05-09,510310,78842307400.0,sse
2024-05-09,510330,26842749800.0,sse
2024-05-09,510500,14568568600.000002,sse
2024-05-09,512100,12375217600.0,sse
2024-05-09,588000,91775668200.0,sse
2024-05-09,588080,45370628099.99999,sse
2024-05-10,510050,45079866800.0,sse
2024-05-10,510300,56696887699.99999,sse
2024-05-10,510310,78594307400.0,sse
2024-05-10,510330,26701449800.0,sse
2024-05-10,510500,14232568600.000002,sse
2024-05-10,512100,11825217600.0,sse
2024-05-10,588000,92302168200.0,sse
2024-05-10,588080,45337628099.99999,sse
2024-05-13,510050,44705466800.0,sse
2024-05-13,510300,56534887699.99999,sse
2024-05-13,510310,78366307400.0,sse
2024-05-13,510330,26641149800.0,sse
2024-05-13,510500,14069368600.000002,sse
2024-05-13,512100,11617217600.0,sse
2024-05-13,588000,92338168200.0,sse
2024-05-13,588080,45313628099.99999,sse
2024-05-14,510050,44507466800.0,sse
2024-05-14,510300,56422387699.99999,sse
2024-05-14,510310,78288307400.0,sse
2024-05-14,510330,26638449800.0,sse
2024-05-14,510500,13935368600.000002,sse
2024-05-14,512100,11523217600.0,sse
2024-05-14,588000,92477668200.0,sse
2024-05-14,588080,45253628099.99999,sse
2024-05-15,510050,44287866800.0,sse
2024-05-15,510300,56110987699.99999,sse
2024-05-15,510310,78172307400.0,sse
2024-05-15,510330,26636649800.0,sse
2024-05-15,510500,13847768600.000002,sse
2024-05-15,512100,11493217600.0,sse
2024-05-15,588000,92729668200.0,sse
2024-05-15,588080,45247628099.99999,sse
2024-05-16,510050,43946766800.0,sse
2024-05-16,510300,55606087699.99999,sse
2024-05-16,510310,78096307400.0,sse
2024-05-16,510330,26610549800.0,sse
2024-05-16,510500,13866568600.000002,sse
2024-05-16,512100,11551217600.0,sse
2024-05-16,588000,92608168200.0,sse
2024-05-16,588080,45274628099.99999,sse
2024-05-17,510050,44261766800.0,sse
2024-05-17,510300,55894087699.99999,sse
2024-05-17,510310,78130307400.0,sse
2024-05-17,510330,26650149800.0,sse
2024-05-17,510500,14173368600.000002,sse
2024-05-17,512100,11853217600.0,sse
2024-05-17,588000,92437168200.0,sse
2024-05-17,588080,45241628099.99999,sse
2024-05-20,510050,44148366800.0,sse
2024-05-20,510300,55660987699.99999,sse
2024-05-20,510310,78054307400.0,sse
2024-05-20,510330,26630349800.0,sse
2024-05-20,510500,14001368600.000002,sse
2024-05-20,512100,11837217600.0,sse
2024-05-20,588000,92635168200.0,sse
2024-05-20,588080,45298628099.99999,sse
2024-05-21,510050,44201466800.0,sse
2024-05-21,510300,55617787699.99999,sse
2024-05-21,510310,77878307400.0,sse
