date,close,dd,qvix,breadth,rsi,boll_z,turnover,margin,fear,value,composite,nt_intensity,nt_etf_flow,composite_final,multiplier_final
2023-10-10,3657.13,-12.9535,15.97,39.6491,36.6156,-1.6965,0.8365,3.4994,52.5286,84.5859,74.9687,6.5305,1977563900.0,74.9687,1.5
2023-10-11,3667.55,-12.7054,15.49,41.958,38.726,-1.3945,0.8756,3.7366,49.4576,83.9667,73.614,0.0,-1589467700.0,73.614,1.5
2023-10-12,3702.38,-11.8764,15.09,43.007,45.2841,-0.3785,0.9012,3.86,44.1664,82.0217,70.6651,0.0,-861405300.0,70.6651,1.5
2023-10-13,3663.41,-12.804,15.46,38.4615,40.1113,-1.4872,0.9215,3.8933,49.783,83.5764,73.4384,7.1808,2099206000.0,73.4384,1.5
2023-10-16,3626.6,-13.6801,16.67,38.1119,35.9356,-2.211,0.9307,4.4819,54.0499,84.8301,75.596,0.0,-523146000.0,75.596,1.5
2023-10-17,3639.4,-13.3755,16.19,40.2098,38.3394,-1.6872,0.9212,2.7409,52.1946,83.6673,74.2255,0.0,-1709278800.0,74.2255,1.5
2023-10-18,3610.58,-14.0614,16.25,36.9338,35.1421,-2.202,0.9039,2.0903,56.5548,84.5535,76.1539,6.8955,376456600.0,76.1539,1.5
2023-10-19,3533.54,-15.8951,18.06,34.4948,28.3388,-3.0467,0.8988,1.7868,62.402,88.2899,80.5235,4.053,-1527927800.0,80.5235,2.0
2023-10-20,3510.59,-16.4414,18.98,31.0105,26.6817,-2.6853,0.8806,1.4637,65.0634,89.9252,82.4667,3.4728,-1860565200.0,82.4667,2.0
2023-10-23,3474.24,-17.3066,19.78,27.4306,24.2618,-2.5498,0.8597,1.3289,67.6463,91.7337,84.5075,39.2007,4156894900.0,84.5075,2.0
2023-10-24,3487.13,-16.9998,18.43,28.8194,26.7972,-2.007,0.875,1.225,63.1192,91.3677,82.8931,18.9531,3536010000.0,82.8931,2.0
2023-10-25,3504.46,-16.5873,16.85,31.1419,30.1813,-1.5762,0.8994,1.2877,58.6072,91.5542,81.6701,2.2337,236840300.0,81.6701,2.0
2023-10-26,3514.14,-16.3569,16.3777,32.1799,32.0702,-1.3065,0.9061,1.2867,56.5042,90.2441,80.1222,8.1465,2205700700.0,80.1222,2.0
2023-10-27,3562.39,-15.2084,15.8474,34.2561,40.6848,-0.6665,0.9584,1.0694,51.3004,88.5667,77.3868,0.7516,201196000.0,77.3868,1.5
2023-10-30,3583.77,-14.6996,16.29,36.3322,44.0695,-0.3394,1.0293,1.684,48.4569,87.6229,75.8731,0.0,-632024800.0,75.8731,1.5
2023-10-31,3572.51,-14.9676,16.33,34.6021,42.6879,-0.4079,1.0547,1.6229,49.3417,87.4463,76.0149,0.7067,185323800.0,76.0149,1.5
2023-11-01,3571.03,-15.0028,16.14,33.91,42.4993,-0.3597,1.0402,1.8625,49.1615,87.3401,75.8865,0.0,-2380769100.0,75.8865,1.5
2023-11-02,3554.19,-15.4036,15.93,32.1799,40.3167,-0.5107,1.0235,1.5827,50.7129,88.3702,77.073,7.1391,1854957900.0,77.073,1.5
2023-11-03,3584.14,-14.6908,15.45,33.564,45.6616,-0.0157,0.9882,2.4614,46.7877,87.1193,75.0198,11.219,2884552400.0,75.0198,1.5
2023-11-06,3632.61,-13.5371,16.39,36.2069,52.9976,0.7774,0.9935,2.2801,43.4432,85.7788,73.0782,0.0,-853308300.0,73.0782,1.5
2023-11-07,3619.76,-13.8429,16.28,36.2069,51.0306,0.6229,1.0102,2.2264,44.1226,86.2186,73.5898,0.0,-490208800.0,73.5898,1.5
2023-11-08,3611.07,-14.0498,16.14,35.5172,49.6876,0.5538,1.0606,2.3413,44.1886,86.9433,74.1169,0.0,-2970271900.0,74.1169,1.5
2023-11-09,3612.83,-14.0079,16.18,34.8276,49.9747,0.7376,1.1046,2.172,43.7519,86.5107,73.6831,0.0,-80747900.0,73.6831,1.5
2023-11-10,3586.49,-14.6348,16.25,33.4483,45.7648,0.3422,1.1095,2.2308,46.0932,87.5687,75.1261,0.0,-835953300.0,75.1261,1.5
2023-11-13,3579.41,-14.8033,16.67,35.5172,44.6754,0.2554,1.0659,2.3169,46.6887,87.9022,75.5381,2.5457,633904100.0,75.5381,1.5
2023-11-14,3582.06,-14.7403,16.39,35.5172,45.2012,0.3939,1.0432,2.6305,45.8351,87.5746,75.0527,0.0,-267504400.0,75.0527,1.5
2023-11-15,3607.25,-14.1407,15.92,36.5517,50.06,0.9613,1.0331,2.9871,42.2791,86.274,73.0755,0.0,-691305100.0,73.0755,1.5
2023-11-16,3572.36,-14.9711,15.9,34.8276,44.2126,0.1409,1.0084,3.0149,46.2588,87.8573,75.3778,0.0,-1449940600.0,75.3778,1.5
2023-11-17,3568.07,-15.0733,15.35,35.5172,43.5392,-0.0218,1.0082,3.1922,45.9027,88.3372,75.6068,10.8029,1899818400.0,75.6068,1.5
2023-11-20,3576.32,-14.8769,14.2,36.8966,45.2658,0.061,1.0209,3.7565,42.8545,87.8875,74.3776,3.0558,733110700.0,74.3776,1.5
2023-11-21,3581.07,-14.7638,14.86,35.8621,46.2843,0.0746,1.044,3.6611,43.6288,87.4333,74.292,5.2146,1239801100.0,74.292,1.5
2023-11-22,3544.42,-15.6362,15.12,32.7586,40.0861,-1.3684,1.0195,3.6458,50.111,88.7547,77.1616,4.508,1062663000.0,77.1616,1.5
2023-11-23,3561.52,-15.2292,14.6,35.3952,43.8634,-0.9705,1.0146,3.7,46.5771,87.7321,75.3856,0.0,-56556300.0,75.3856,1.5
2023-11-24,3538.01,-15.7887,15.0,31.1644,40.1185,-1.8302,1.0127,3.5367,51.9462,88.6488,77.638,0.0,-2576482800.0,77.638,1.5
2023-11-27,3511.94,-16.4092,15.67,32.5342,36.4066,-2.3361,0.9908,2.9765,55.937,89.9549,79.7496,0.0,-232412900.0,79.7496,1.5
2023-11-28,3518.52,-16.2526,15.27,32.8767,37.9667,-1.8267,0.9399,2.83,53.5226,90.0276,79.0761,2.571,594859200.0,79.0761,1.5
2023-11-29,3488.31,-16.9717,15.6,30.8219,33.8597,-2.2718,0.9178,2.7264,57.4841,91.5832,81.3535,5.9598,1282633800.0,81.3535,2.0
2023-11-30,3496.2,-16.7839,15.32,34.2466,35.8126,-1.8095,0.9066,2.6961,54.0967,90.9063,79.8634,2.9252,434235000.0,79.8634,1.5
2023-12-01,3482.88,-17.1009,15.46,34.589,33.9881,-1.8356,0.9115,2.9429,54.4341,91.4284,80.3301,34.1264,4729678600.0,80.3301,2.0
2023-12-04,3460.14,-17.6422,16.23,34.589,31.0772,-2.0426,0.9166,2.4291,57.0973,92.3859,81.7993,0.0,-46315600.0,81.7993,2.0
2023-12-05,3394.26,-19.2103,18.09,27.0548,24.5241,-2.6802,0.9276,2.0318,64.8288,94.1262,85.337,1.3144,107108700.0,85.337,2.0
2023-12-06,3399.6,-19.0832,17.09,25.6849,25.8883,-2.1638,0.9369,1.5873,62.7213,94.0499,84.6513,0.0,-1346223900.0,84.6513,2.0
2023-12-07,3391.28,-19.2812,17.01,27.7397,25.1263,-1.9774,0.9473,1.5931,61.3766,94.1687,84.3311,5.036,782985300.0,84.3311,2.0
2023-12-08,3399.46,-19.0865,16.72,30.137,27.3892,-1.6294,0.9765,1.4026,58.8539,94.0519,83.4925,0.0,-1016261200.0,83.4925,2.0
2023-12-11,3419.45,-18.6107,17.35,33.4471,32.739,-1.2082,0.9904,1.2519,56.0683,93.7664,82.457,35.4623,3194739400.0,82.457,2.0
2023-12-12,3426.8,-18.4357,16.85,32.4232,34.6456,-0.9996,0.9836,1.0633,54.943,93.6614,82.0459,9.1431,1426818200.0,82.0459,2.0
2023-12-13,3369.61,-19.797,17.31,30.7167,27.9957,-1.6358,0.9729,0.9052,59.6651,94.4782,84.0343,4.6268,719398700.0,84.0343,2.0
2023-12-14,3351.96,-20.2171,17.31,29.0102,26.3168,-1.667,0.9553,0.7122,60.9048,94.6847,84.5507,4.5465,704991200.0,84.5507,2.0
2023-12-15,3341.55,-20.4649,17.5,26.6212,25.3512,-1.6092,0.904,0.6406,62.2276,94.7813,85.0152,1.1416,-255710500.0,85.0152,2.0
2023-12-18,3329.37,-20.7548,18.02,26.6212,24.2309,-1.5943,0.8547,-0.0029,63.9276,94.8944,85.6043,27.1542,2991478000.0,85.6043,2.0
2023-12-19,3334.04,-20.6436,17.5,25.9386,25.5887,-1.4112,0.8223,0.0387,62.9387,94.851,85.2773,40.1398,5484705200.0,85.2773,2.0
2023-12-20,3297.5,-21.5133,18.62,25.256,22.2318,-1.6983,0.7995,-0.2771,66.325,95.1902,86.5306,26.8845,3040240300.0,86.5306,2.0
2023-12-21,3330.87,-20.7191,17.96,26.2799,31.119,-1.1672,0.7991,-0.2435,61.7284,94.8804,84.9348,46.6886,6282072800.0,84.9348,2.0
2023-12-22,3337.23,-20.5677,17.19,25.256,32.6976,-0.9949,0.8099,-0.4257,60.3939,94.8214,84.4932,49.8437,6693414600.0,84.4932,2.0
2023-12-25,3347.45,-20.3244,16.72,25.256,35.265,-0.7629,0.7911,-0.5139,58.9512,94.7265,83.9939,25.3186,3223938000.0,83.9939,2.0
2023-12-26,3324.79,-20.8638,16.98,23.6301,32.321,-1.048,0.7841,-0.6886,61.3117,94.9369,84.8493,23.5085,2484258500.0,84.8493,2.0
2023-12-27,3336.36,-20.5884,17.34,27.0548,35.2914,-0.7739,0.7783,-0.7498,59.4263,94.8295,84.2085,8.8395,507833000.0,84.2085,2.0
2023-12-28,3414.54,-18.7276,18.4,28.4247,50.9554,0.831,0.813,-0.3788,51.7907,93.8365,81.2228,49.5075,6730038600.0,81.2228,2.0
2023-12-29,3431.11,-18.3332,16.2524,29.4521,53.5234,1.3617,0.8223,-0.822,47.5755,93.5999,79.7926,51.8758,8891409600.0,79.7926,1.5
2024-01-02,3386.35,-19.3985,16.45,28.4247,46.4485,0.4692,0.8629,-0.5723,51.6449,94.2391,81.4608,2.0115,-1843048800.0,81.4608,2.0
2024-01-03,3378.3,-19.5901,16.36,28.4247,45.289,0.2847,0.892,-0.4905,51.9793,94.3541,81.6416,3.5496,-19201200.0,81.6416,2.0
2024-01-04,3347.05,-20.3339,16.98,27.0548,41.0093,-0.4678,0.9001,-0.3775,55.6147,94.7302,82.9956,18.547,-1260389200.0,82.9956,2.0
2024-01-05,3329.11,-20.7609,17.52,25.3425,38.7458,-0.8541,0.8655,-0.9905,58.9088,94.8968,84.1004,14.851,-1314908400.0,84.1004,2.0
2024-01-08,3286.06,-21.7856,17.34,22.6027,33.9089,-1.7301,0.8275,-0.7416,63.299,95.2964,85.6972,28.0479,1494641600.0,85.6972,2.0
2024-01-09,3292.5,-21.6323,18.83,22.6027,35.2118,-1.4314,0.8013,-1.165,64.1447,95.2366,85.909,24.1675,2542288700.0,85.909,2.0
2024-01-10,3277.13,-21.9982,18.83,21.9178,33.5137,-1.6777,0.7803,-1.4895,65.9731,95.3793,86.5574,4.8597,245853200.0,86.5574,2.0
2024-01-11,3295.67,-21.5569,18.67,21.2329,37.4334,-1.0836,0.7888,-1.562,63.1889,95.2072,85.6017,16.5817,2340550400.0,85.6017,2.0
2024-01-12,3284.17,-21.8306,18.76,20.5479,36.0151,-1.2397,0.7755,-1.7444,64.5729,95.3139,86.0916,0.0,-731308200.0,86.0916,2.0
2024-01-15,3280.92,-21.908,18.1,21.9178,35.6045,-1.1978,0.7654,-1.5945,63.4654,95.3441,85.7805,1.0469,-658256400.0,85.7805,2.0
2024-01-16,3300.88,-21.4329,17.41,23.6301,40.1195,-0.688,0.7684,-1.6266,59.8456,95.1588,84.5649,49.7968,6678226100.0,84.5649,2.0
2024-01-17,3229.08,-23.1418,19.73,21.5753,31.55,-1.9844,0.7669,-1.7298,68.7263,95.8253,87.6956,51.4707,6317589200.0,87.6956,2.0
2024-01-18,3274.73,-22.0553,20.02,21.5753,40.2836,-1.0015,0.8019,-1.8919,63.66,95.4016,85.8791,80.6516,18956398400.0,85.8791,2.0
2024-01-19,3269.78,-22.1731,18.76,21.9178,39.6923,-1.0119,0.7999,-2.4409,63.0291,95.4475,85.722,67.1073,16437313000.0,85.722,2.0
2024-01-22,3218.9,-23.3842,22.51,17.1233,34.1437,-1.7436,0.842,-2.9063,71.4238,95.9198,88.571,86.0126,29322543300.0,88.571,2.0
2024-01-23,3231.93,-23.074,20.23,17.8082,36.5884,-1.3467,0.8464,-3.1627,67.7693,95.7989,87.39,13.5818,1986181800.0,87.39,2.0
2024-01-24,3277.11,-21.9986,19.23,21.5753,44.3082,-0.5179,0.876,-3.1637,61.3652,95.3795,85.1752,33.2721,7534264200.0,85.1752,2.0
2024-01-25,3342.92,-20.4322,18.0217,26.7123,53.2384,0.6115,0.8822,-2.9661,53.6696,94.7686,82.4389,10.9685,2133176700.0,82.4389,2.0
2024-01-26,3333.82,-20.6488,17.04,27.0548,51.9968,0.5737,0.9191,-3.4725,53.2057,94.853,82.3588,34.9407,9294082300.0,82.3588,2.0
2024-01-29,3303.96,-21.3596,18.38,26.3699,48.0379,0.1568,0.921,-3.2552,56.488,95.1302,83.5376,11.3751,141480800.0,83.5376,2.0
2024-01-30,3245.04,-22.762,19.49,23.9726,41.3482,-1.107,0.9117,-4.107,63.7852,95.6772,86.1096,32.5472,5787340400.0,86.1096,2.0
2024-01-31,3215.35,-23.4686,21.55,22.9452,38.443,-1.7347,0.9097,-5.3858,69.669,95.9528,88.0676,52.3214,9149765600.0,88.0676,2.0
2024-02-01,3217.71,-23.4125,21.77,23.2877,38.811,-1.5302,0.8677,-6.2416,70.1608,95.9309,88.1998,37.1677,9385125400.0,88.1998,2.0
2024-02-02,3179.63,-24.3188,23.61,22.9452,35.1584,-2.1553,0.8628,-7.5867,76.0893,96.2844,90.2258,62.9696,11656940000.0,90.2258,2.0
2024-02-05,3200.42,-23.7256,25.92,23.9726,38.5582,-1.4612,0.8799,-10.1093,74.5302,96.053,89.5962,94.4368,35093649700.0,89.5962,2.0
2024-02-06,3311.69,-21.0738,24.39,28.7671,52.8172,1.07,0.9411,-10.8775,61.9165,95.0188,85.0881,35.2588,9594356000.0,85.0881,2.0
2024-02-07,3343.63,-20.0309,21.3,29.6928,55.9756,1.6025,1.0015,-11.5607,56.3177,94.612,83.1237,65.6523,29255260400.0,83.1237,2.0
2024-02-08,3364.93,-19.1517,20.84,29.3515,57.9949,1.8163,1.0735,-12.6826,54.3296,94.091,82.1626,45.6609,18874287900.0,82.1626,2.0
2024-02-19,3403.81,-18.2176,20.74,33.4471,61.4691,2.1415,1.1079,-11.4165,50.7992,92.4119,79.9281,20.6646,4240873700.0,79.9281,2.0
2024-02-20,3410.85,-18.0484,19.36,36.5188,62.0807,1.9289,1.0877,-11.086,49.5895,92.1172,79.3589,1.0446,-794632000.0,79.3589,2.0
2024-02-21,3456.87,-16.9427,18.99,36.5188,65.8918,2.1775,1.0997,-10.5915,47.1165,90.0314,77.157,6.8626,3030620700.0,77.157,2.0
2024-02-22,3486.67,-16.2267,19.72,39.2491,68.1258,2.1321,1.054,-10.1904,47.079,88.4272,76.0228,0.0,-1041192400.0,76.0228,1.5
2024-02-23,3489.74,-16.1529,20.4,39.9317,68.3557,1.8542,1.0323,-9.4999,48.6319,88.4166,76.4812,0.0,-1724664900.0,76.4812,1.5
2024-02-26,3453.36,-17.027,20.25,36.8601,62.5931,1.3144,1.0393,-8.5134,52.4106,91.2608,79.6058,0.0,-3979564200.0,79.6058,1.5
2024-02-27,3494.79,-16.0316,19.84,40.9556,66.0982,1.5407,1.0853,-6.8971,47.9803,89.3266,76.9227,0.0,-706227600.0,76.9227,1.5
2024-02-28,3450.26,-17.1015,20.32,36.5188,59.6306,0.9979,1.1712,-6.4416,51.8324,92.2463,80.1221,24.5399,5258829800.0,80.1221,2.0
2024-02-29,3516.08,-15.5201,19.5025,42.3208,65.071,1.4605,1.2236,-5.9641,45.8773,89.5096,76.4199,6.0091,3525649400.0,76.4199,1.5
2024-03-01,3537.8,-14.9982,19.27,45.7338,66.6674,1.4809,1.2537,-6.0725,44.1303,88.3075,75.0543,1.3333,867219200.0,75.0543,1.5
2024-03-04,3540.87,-14.9244,19.47,45.0512,66.8977,1.3505,1.273,-5.1312,43.8155,87.9623,74.7183,0.0,-6282655400.0,74.7183,1.5
2024-03-05,3565.51,-14.3324,18.67,47.4403,68.763,1.3885,1.2891,-5.2116,41.7298,86.8889,73.3412,52.2127,23735862500.0,73.3412,1.5
2024-03-06,3551.05,-14.6799,17.81,45.7338,66.3983,1.1517,1.1907,-4.3693,42.6039,88.5099,74.7381,11.0609,7641575300.0,74.7381,1.5
2024-03-07,3529.72,-15.1923,17.32,43.686,62.959,0.8929,1.173,-3.2571,43.3488,88.7558,75.1337,2.2241,1532615700.0,75.1337,1.5
2024-03-08,3544.91,-14.8274,16.78,45.3925,64.3742,0.9437,1.1278,-2.427,41.4287,87.6674,73.7958,2.6043,1791771300.0,73.7958,1.5
2024-03-11,3589.26,-13.7618,16.96,49.8294,68.1952,1.3244,1.1102,0.068,36.1157,86.1475,71.1379,0.0,-544423300.0,71.1379,1.5
2024-03-12,3597.49,-13.5641,16.97,50.8532,68.8626,1.4538,1.127,3.3607,32.0198,86.3396,70.0437,7.4099,5086710800.0,70.0437,1.5
2024-03-13,3572.36,-14.1678,16.88,48.4642,64.4176,1.0829,1.1545,4.9726,33.1858,87.8331,71.4389,0.0,-84959000.0,71.4389,1.5
2024-03-14,3562.22,-14.4115,16.58,44.7099,62.6601,0.8829,1.1596,6.0446,33.8169,87.8407,71.6336,0.0,-923761700.0,71.6336,1.5
2024-03-15,3569.99,-14.2248,16.5,46.0751,63.4822,0.9556,1.1788,7.3708,31.6062,87.9275,71.0311,0.0,-1403819100.0,71.0311,1.5
2024-03-18,3603.53,-13.4189,16.52,51.1945,66.8731,1.4565,1.2079,7.1553,27.8059,86.9092,69.1782,0.0,-1325419000.0,69.1782,1.5
2024-03-19,3577.63,-14.0412,16.3,49.1468,62.0794,0.9154,1.1905,6.9532,31.3494,88.1449,71.1063,0.0,-2234038000.0,71.1063,1.5
2024-03-20,3585.38,-13.855,16.28,49.3151,62.9356,0.9924,1.1767,7.0252,30.9225,87.021,70.1915,0.1502,104152900.0,70.1915,1.5
2024-03-21,3581.09,-13.9581,16.4,51.3699,62.0997,0.8094,1.1891,6.9818,30.9823,87.4511,70.5104,0.0,-1568593400.0,70.5104,1.5
2024-03-22,3545.0,-14.8252,17.17,48.6301,55.4304,-0.0816,1.2224,6.476,36.5539,88.1505,72.6715,7.0977,1445772900.0,72.6715,1.5
2024-03-25,3525.76,-15.2875,17.16,46.5753,52.2111,-0.7248,1.2004,5.7731,40.2087,88.5189,74.0258,10.0802,-1036327800.0,74.0258,1.5
2024-03-26,3543.75,-14.8553,16.57,48.9726,54.8514,-0.3168,1.1719,4.886,38.4131,87.5358,72.799,5.7321,4025923600.0,72.799,1.5
2024-03-27,3502.79,-15.8394,17.52,45.2055,48.3071,-2.0088,1.1465,4.3761,47.3312,89.5822,76.9069,11.9107,-1420445100.0,76.9069,1.5
2024-03-28,3520.96,-15.4028,16.4044,46.5753,51.0946,-1.3636,1.116,4.2477,43.5192,88.4173,74.9479,0.0,-487650700.0,74.9479,1.5
2024-03-29,3537.48,-15.0059,15.84,47.2603,53.5472,-0.7437,1.0628,3.6958,41.3773,86.4305,72.9146,0.0,-2342649300.0,72.9146,1.5
2024-04-01,3595.65,-13.6083,15.72,52.3973,60.9698,1.2859,1.0522,3.5096,33.2516,83.6894,68.558,5.8226,4131715200.0,68.558,1.5
2024-04-02,3580.68,-13.9679,15.55,49.3151,58.3843,0.7086,1.0548,3.9355,35.8368,84.0144,69.5611,0.0,-1122482700.0,69.5611,1.5
2024-04-03,3567.8,-14.2774,15.72,48.6301,56.177,0.2192,1.0619,3.1042,38.596,84.6508,70.8344,0.0,-2938704100.0,70.8344,1.5
2024-04-08,3536.41,-15.0316,16.14,48.8055,51.1059,-0.9272,1.0624,3.5799,42.4302,85.6718,72.6993,5.7396,-2817176000.0,72.6993,1.5
2024-04-09,3533.49,-15.1018,15.81,48.4642,50.6479,-0.9956,1.0499,3.535,42.6013,86.1829,73.1084,0.4667,333352500.0,73.1084,1.5
2024-04-10,3504.71,-15.7933,15.56,44.0273,46.2484,-1.7576,1.0122,2.75,47.9911,87.0276,75.3166,6.2522,-1009475700.0,75.3166,1.5
2024-04-11,3504.24,-15.8045,15.29,45.0512,46.1779,-1.5844,0.9776,2.1373,47.7802,87.2065,75.3786,1.1816,842082000.0,75.3786,1.5
2024-04-12,3475.84,-16.4869,15.59,44.0273,42.0082,-2.0918,0.9537,1.3999,51.9787,88.6463,77.6461,0.0,-3437230800.0,77.6461,1.5
2024-04-15,3549.08,-14.7272,16.17,49.4881,53.6353,0.059,0.9685,1.1483,42.3795,84.6505,71.9692,0.0,-562242100.0,71.9692,1.5
2024-04-16,3511.11,-15.6395,16.93,46.4164,48.2358,-0.953,1.0043,0.6307,47.8698,86.1751,74.6835,15.0,-312635100.0,74.6835,1.5
2024-04-17,3565.4,-14.3351,16.25,51.5358,55.183,0.7183,1.0264,0.0309,40.5348,83.928,70.9101,1.6178,1164359900.0,70.9101,1.5
2024-04-18,3569.8,-14.2294,17.4,53.9249,55.7019,0.8772,1.0588,-0.0613,40.2373,83.964,70.846,0.3462,248759300.0,70.846,1.5
2024-04-19,3541.66,-14.9055,17.7,51.5358,51.5881,0.0668,1.0713,-0.8231,44.8578,84.4719,72.5876,0.0,-769164200.0,72.5876,1.5
2024-04-22,3530.9,-15.164,16.48,50.0,50.0655,-0.2162,1.0331,-1.1527,45.7819,85.7456,73.7565,0.137,98582500.0,73.7565,1.5
2024-04-23,3506.22,-15.757,16.23,49.6599,46.6635,-0.9819,0.995,-1.2158,48.5831,87.2242,75.6319,3.58,2578438800.0,75.6319,1.5
2024-04-24,3521.62,-15.387,15.81,51.0204,48.9926,-0.4516,0.9682,-1.1663,46.0825,86.018,74.0373,0.7433,521536900.0,74.0373,1.5
2024-04-25,3530.28,-15.1789,16.0,51.3605,50.3067,-0.1364,0.9294,-1.1383,45.3698,85.7251,73.6185,1.1725,807368900.0,73.6185,1.5
2024-04-26,3584.27,-13.8817,15.1978,56.314,57.6349,1.5045,0.9816,-1.105,36.4989,82.669,68.818,14.0702,7743967300.0,68.818,1.5
2024-04-29,3623.91,-12.9293,16.88,59.3857,62.0589,2.2696,1.071,-0.9653,32.4955,81.4732,66.7799,13.8036,7800269700.0,66.7799,1.5
2024-04-30,3604.39,-13.3983,15.91,55.2901,58.8025,1.5228,1.13,-1.4973,36.446,80.7788,67.4789,0.6019,379597800.0,67.4789,1.5
2024-05-06,3657.88,-12.1131,17.0,59.727,64.3265,2.4662,1.2008,-0.9789,30.061,79.008,64.3239,1.0776,180421900.0,64.3239,1.5
2024-05-07,3659.01,-11.2873,16.2,60.0683,64.435,2.1253,1.2466,-0.878,30.2145,78.5686,64.0623,0.0,-2434934300.0,64.0623,1.5
2024-05-08,3630.22,-11.7383,16.04,57.6792,59.4724,1.4041,1.1973,-0.1848,34.225,79.3684,65.8254,4.7377,-3400503600.0,65.8254,1.5
2024-05-09,3664.56,-9.799,15.94,59.727,63.1209,1.7784,1.1266,-0.4886,32.1771,77.2455,63.725,0.0,-772151500.0,63.725,1.5
2024-05-10,3666.28,-9.7567,15.81,59.727,63.2991,1.5873,1.1004,-0.6384,32.9104,77.1016,63.8442,1.5194,-6092434300.0,63.8442,1.5
2024-05-13,3664.69,-9.7958,15.72,60.4096,62.996,1.3972,1.0567,-0.3022,33.2549,77.4406,64.1849,0.0,-3540552800.0,64.1849,1.5
2024-05-14,3657.05,-9.9839,15.86,61.4334,61.473,1.1536,1.0244,-0.0968,34.2346,77.9288,64.8205,0.0,-1954705000.0,64.8205,1.5
2024-05-15,3626.06,-10.7467,16.15,57.3379,55.601,0.5764,1.002,0.0416,38.8827,79.199,67.1041,0.0,-2250796000.0,67.1041,1.5
2024-05-16,3640.36,-10.3947,15.65,58.7031,57.613,0.7481,0.9911,0.3918,36.7667,78.397,65.9079,0.0,-2770940000.0,65.9079,1.5
2024-05-17,3677.97,-9.4689,15.17,61.0922,62.4347,1.2872,0.9861,0.5873,32.6507,76.8566,63.5948,11.1719,4280091000.0,63.5948,1.5
2024-05-20,3690.96,-9.1492,15.46,61.0922,63.9596,1.3567,1.0068,0.4567,32.2995,76.0832,62.9481,0.0,-2147383000.0,62.9481,1.5
2024-05-21,3676.16,-9.5135,14.78,61.4334,60.9251,0.9968,1.0028,0.3973,33.3913,76.5975,63.6356,0.0,-2192783400.0,63.6356,1.5
2024-05-22,3684.45,-8.5263,14.78,62.116,62.0123,1.0342,1.0201,0.845,32.2188,75.8112,62.7334,0.0,-1603999200.0,62.7334,1.5
2024-05-23,3641.79,-9.4213,14.78,57.3379,53.7279,0.2128,1.0203,0.6566,38.0352,77.6553,65.7693,6.8153,43965300.0,65.7693,1.5
2024-05-24,3601.48,-10.4239,14.78,54.6075,47.298,-0.7335,0.9919,0.4157,43.2018,79.3651,68.5161,10.12,3495305700.0,68.5161,1.5
2024-05-27,3635.71,-9.5725,14.78,56.6553,52.4968,-0.1364,0.9409,0.4142,40.1945,77.4282,66.2581,0.0,-2018264100.0,66.2581,1.5
2024-05-28,3609.17,-10.2326,14.78,54.9488,48.5018,-1.2187,0.928,0.4678,44.458,78.514,68.2972,0.0,-1850332000.0,68.2972,1.5
2024-05-29,3613.52,-10.1244,14.78,54.6075,49.1844,-1.2217,0.8995,0.6603,44.4347,78.5484,68.3143,3.9766,1416002300.0,68.3143,1.5
2024-05-30,3594.31,-10.6022,14.78,55.2901,46.2679,-1.7558,0.871,0.2135,47.2079,79.5911,69.8762,3.2882,1158422800.0,69.8762,1.5
2024-05-31,3579.92,-10.9601,14.78,54.2662,44.1557,-2.0607,0.86,0.9703,48.482,80.0817,70.6018,2.4614,803890400.0,70.6018,1.5
2024-06-03,3588.75,-10.7405,14.78,55.9727,45.791,-1.5614,0.873,-0.1416,46.8402,79.5327,69.7249,0.0,-862286000.0,69.7249,1.5
2024-06-04,3615.67,-10.0709,14.4,58.3618,50.5459,-0.675,0.874,-0.5783,42.2753,78.613,67.7117,0.0,-321726200.0,67.7117,1.5
2024-06-05,3594.79,-10.5903,14.47,56.9966,47.0954,-1.2066,0.8698,-0.9051,45.4183,79.6092,69.3519,0.0,-941220900.0,69.3519,1.5
2024-06-06,3592.25,-10.6534,14.85,56.8027,46.6779,-1.1543,0.8987,-1.3436,46.1368,79.4119,69.4294,19.858,1676567400.0,69.4294,1.5
2024-06-07,3574.11,-11.1046,15.16,55.102,43.6989,-1.4862,0.8996,-1.6684,49.1394,79.9864,70.7323,6.6397,415080100.0,70.7323,1.5
2024-06-11,3542.88,-11.8814,15.49,56.4626,39.0752,-1.9934,0.8704,-1.4798,51.7929,81.7726,72.7787,23.7659,4048815400.0,72.7787,1.5
2024-06-12,3544.12,-11.8505,15.13,55.102,39.3496,-1.7097,0.8587,-1.466,51.0378,81.5861,72.4216,4.877,1059374300.0,72.4216,1.5
2024-06-13,3526.13,-12.298,14.61,55.4422,36.7626,-1.8332,0.8746,-1.3045,51.0542,82.1808,72.8428,0.1445,30454700.0,72.8428,1.5
2024-06-14,3541.53,-11.9149,14.21,57.483,40.3763,-1.3413,0.8756,-1.7519,47.8276,81.8012,71.6091,9.93,2093414400.0,71.6091,1.5
2024-06-17,3536.2,-12.0475,15.1,56.4626,39.5342,-1.3225,0.8846,-1.2457,48.9436,82.3399,72.321,10.7558,2280628800.0,72.321,1.5
2024-06-18,3545.59,-11.814,14.27,59.1837,41.8356,-1.0523,0.8933,-1.2306,45.4698,81.77,70.8799,11.0768,2360557400.0,70.8799,1.5
